#group,false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,long,long,long,long,long,long,long,double,string,double,string,long,string,string,long,long,long,long
#default,_result,,,,,,,,,,,,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,pci,rnti,testbed,bsr,cqi,dl_brate,dl_bs,dl_mcs,dl_nof_nok,dl_nof_ok,pucch_snr_db,pucch_ta_ns,pusch_snr_db,pusch_ta_ns,ri,srs_ta_ns,ta_ns,ul_brate,ul_mcs,ul_nof_nok,ul_nof_ok
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:16.573Z,ue_info,1,4601,default,0,15,18648,0,19,1,17,12.584019,263.031012,30.41179,283.465454,1,n/a,268.657857,120480,27,0,19
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:17.573Z,ue_info,1,4601,default,0,15,37832,0,19,0,25,13.905001,299.967496,30.605581,293.129347,1,n/a,298.084501,121864,27,0,19
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:18.573Z,ue_info,1,4601,default,0,15,38400,0,19,0,19,10.449121,296.569880,31.451336,280.648663,1,n/a,294.141159,43776,27,0,9
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:19.573Z,ue_info,1,4601,default,0,15,29776,0,19,1,24,11.186084,295.338964,31.126574,294.567286,1,n/a,295.170139,92784,27,0,14
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:20.573Z,ue_info,1,4601,default,0,15,28408,0,19,0,29,12.129016,298.781600,22.628,290.218395,1,n/a,295.739397,160824,16,0,27
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:21.573Z,ue_info,1,4601,default,0,15,26768,0,19,0,24,6.6390915,312.957752,29.78277,302.671793,1,n/a,310.835304,60040,27,0,13
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:22.573Z,ue_info,1,4601,default,0,15,1920,0,19,0,3,4.4942946,295.562756,32.1805,285.593671,1,n/a,294.824332,16520,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:23.573Z,ue_info,1,4601,default,0,15,4480,0,19,0,7,5.487029,300.181028,31.905558,298.676667,1,n/a,299.951637,38936,27,0,9
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:24.573Z,ue_info,1,4601,default,0,15,1920,0,19,0,3,5.863476,296.071306,33.8305,293.731716,1,n/a,295.898104,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:25.573Z,ue_info,1,4601,default,0,15,2560,0,19,0,4,5.1031456,300.781238,33.263603,296.223959,1,n/a,300.366935,28168,27,0,5
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:26.573Z,ue_info,1,4601,default,0,15,3840,0,19,0,6,5.4453654,296.813937,32.8035,321.133911,1,n/a,300.168495,42752,27,0,8
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:27.573Z,ue_info,1,4601,default,0,15,2560,0,19,0,4,3.950077,296.396934,32.391502,315.221143,1,n/a,297.791274,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:28.573Z,ue_info,1,4601,default,0,15,26264,0,19,0,15,3.028655,294.169098,27.106445,308.340560,1,n/a,296.330882,38016,26,1,8
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:29.573Z,ue_info,1,4601,default,0,15,56192,0,19,0,27,1.851051,275.278722,26.521336,268.690371,1,n/a,273.758360,63624,25,1,14
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:30.573Z,ue_info,1,4601,default,0,15,76032,0,19,0,36,6.169197,301.818801,31.442858,293.622691,1,n/a,300.025960,71944,27,0,14
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:31.573Z,ue_info,1,4601,default,0,14,75440,0,17,2,29,7.00922,314.497157,21.104948,308.066888,1,n/a,312.700394,105240,17,1,18
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:32.573Z,ue_info,1,4601,default,0,14,159104,0,17,8,51,5.9347644,293.202731,29.145779,280.253062,1,n/a,289.774874,77416,25,1,17
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:33.573Z,ue_info,1,4601,default,0,14,44880,0,17,2,42,7.6278224,308.064784,28.342693,297.565919,1,n/a,304.473019,149440,27,3,23
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:34.573Z,ue_info,1,4601,default,0,15,34232,0,18,0,29,9.548871,302.652978,31.475847,307.484157,1,n/a,303.649898,63232,27,0,13
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:35.573Z,ue_info,1,4601,default,0,15,28824,0,19,0,28,9.178385,309.651654,30.351877,297.419234,1,n/a,306.686246,73944,27,0,16
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:36.573Z,ue_info,1,4601,default,0,15,27008,0,19,0,20,7.799759,306.182898,33.07891,301.522903,1,n/a,305.342553,65032,27,0,11
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:37.573Z,ue_info,1,4601,default,0,15,86840,0,19,0,36,8.887659,307.139118,31.943335,306.390831,1,n/a,306.940990,205888,27,0,18
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:38.573Z,ue_info,1,4601,default,0,15,21760,0,19,0,13,5.385286,311.737040,34.110573,306.992291,1,n/a,311.154452,34048,27,0,7
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:39.573Z,ue_info,1,4601,default,0,15,640,0,19,0,1,3.4752278,293.304396,32.846,295.003247,1,n/a,293.337763,4864,27,0,1
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:40.573Z,ue_info,1,4601,default,0,15,8912,0,19,0,11,4.8927855,270.874011,20.353,298.091351,1,n/a,276.827876,42992,21,5,9
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:41.573Z,ue_info,1,4601,default,0,15,100424,0,19,0,24,8.010424,305.776013,31.151402,299.326587,1,n/a,304.701075,55560,27,0,10
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:42.573Z,ue_info,1,4601,default,0,15,5128,0,19,0,7,4.8122454,310.343410,32.368004,320.434566,1,n/a,310.914629,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:43.573Z,ue_info,1,4601,default,0,15,21808,0,19,0,15,8.144089,316.090876,31.957752,328.445424,1,n/a,317.794928,35032,27,1,8
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:44.573Z,ue_info,1,4601,default,0,15,4424,0,19,0,5,4.7155004,299.153669,34.681,296.529151,1,n/a,299.052772,9728,27,0,2
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:45.573Z,ue_info,1,4601,default,0,15,8232,0,19,0,7,3.4252832,309.916175,33.878002,281.609431,1,n/a,308.313929,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:46.573Z,ue_info,1,4601,default,0,15,640,0,19,0,1,3.6009705,299.062094,34.075,289.281218,1,n/a,298.337568,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:47.573Z,ue_info,1,4601,default,0,15,5776,0,19,0,6,4.317543,294.708258,33.837,305.302933,1,n/a,295.492981,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:48.572Z,ue_info,1,4601,default,0,15,2560,0,19,0,4,4.7676926,295.277943,34.181,281.524649,1,n/a,294.259110,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:49.573Z,ue_info,1,4601,default,0,15,5664,0,19,0,5,4.5137696,298.116049,33.5644,304.158561,1,n/a,298.665327,31240,27,0,5
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:50.572Z,ue_info,1,4601,default,0,15,4480,0,19,0,7,5.6783967,301.279698,34.227,288.645424,1,n/a,299.926000,25304,27,0,6
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:51.572Z,ue_info,1,4601,default,0,15,13352,0,19,0,15,5.5092807,287.587483,34.724667,276.438385,1,n/a,286.392947,29184,27,0,6
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:52.572Z,ue_info,1,4601,default,0,15,8304,0,19,0,11,6.747673,310.180724,34.599144,315.493622,1,n/a,310.833116,34048,27,0,7
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:53.572Z,ue_info,1,4601,default,0,15,15504,0,19,0,5,6.757962,296.478248,34.861336,308.397091,1,n/a,297.152894,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:54.572Z,ue_info,1,4601,default,0,15,5776,0,19,0,7,7.092804,296.549501,34.187,310.346820,1,n/a,298.027771,29184,27,0,6
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:55.573Z,ue_info,1,4601,default,0,15,11512,0,19,0,15,8.176036,292.327911,34.975334,281.892000,1,n/a,290.736011,39896,27,0,9
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:56.572Z,ue_info,1,4601,default,0,15,6384,0,19,0,8,4.9364305,300.354031,34.786,285.746268,1,n/a,299.025999,24320,27,0,5
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:58.572Z,ue_info,1,4601,default,0,15,4128,0,19,0,6,6.1516767,296.824112,33.638668,287.289083,1,n/a,295.802522,33032,27,0,6
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:51:59.572Z,ue_info,1,4601,default,0,15,7040,0,19,0,11,8.327982,298.726349,35.053604,285.644518,1,n/a,297.537127,24320,27,0,5
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:52:00.572Z,ue_info,1,4601,default,0,15,5736,0,19,0,8,9.634719,296.274806,34.420574,289.481022,1,n/a,295.440515,37088,27,0,7
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:52:01.572Z,ue_info,1,4601,default,0,15,14696,0,19,0,17,9.308567,291.859948,34.891113,286.187060,1,n/a,290.994592,43776,27,0,9
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:52:02.572Z,ue_info,1,4601,default,0,15,4488,0,19,0,5,7.957903,302.846274,34.403336,293.986005,1,n/a,302.344716,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:52:03.572Z,ue_info,1,4601,default,0,15,11000,0,19,0,8,8.119308,303.039542,34.281334,314.161525,1,n/a,303.669111,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:52:04.572Z,ue_info,1,4601,default,745,15,50400,0,18,0,12,9.737445,292.877189,33.4355,296.910599,1,n/a,293.433516,39936,27,0,8
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:52:05.572Z,ue_info,1,4601,default,0,15,3840,0,19,30,6,-10.800717,30.324316,34.637,280.507379,1,n/a,48.856403,20416,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:02.704Z,ue_info,1,4601,default,0,13,5288,0,15,6,8,1.0167451,220.263445,25.696001,-166.066485,1,n/a,181.630440,8576,19,0,2
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:03.704Z,ue_info,1,4601,default,0,13,12592,0,12,5,32,6.2387443,68.723246,25.72486,49.336748,1,n/a,64.610965,59464,28,0,14
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:04.704Z,ue_info,1,4601,default,0,11,216656,0,15,19,77,11.30557,219.283848,27.4225,202.560415,1,n/a,212.594472,221976,27,1,35
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:05.704Z,ue_info,1,4601,default,0,14,202048,0,18,7,56,11.9925,190.409366,29.888453,182.399944,1,n/a,187.344028,358088,27,0,31
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:07.704Z,ue_info,1,4601,default,0,15,4840,0,19,0,5,4.4173527,177.459725,33.129,190.353404,1,n/a,178.414794,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:08.704Z,ue_info,1,4601,default,0,15,4032,0,20,0,6,5.9798493,190.551745,33.39267,188.022199,1,n/a,190.280730,29184,27,0,6
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:09.704Z,ue_info,1,4601,default,0,15,5280,0,20,0,8,3.7989247,209.716802,30.586401,168.253592,1,n/a,205.947373,28168,27,0,5
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:10.704Z,ue_info,1,4601,default,0,14,1888,0,19,0,3,7.9626412,170.216865,31.028002,170.559360,1,n/a,170.236262,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:11.704Z,ue_info,1,4601,default,0,14,2688,0,20,0,4,8.449327,171.366381,32.176003,173.060101,1,n/a,171.491820,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:12.704Z,ue_info,1,4601,default,0,14,528,0,16,0,1,7.2852283,178.873691,32.152,223.795567,1,n/a,179.754522,4864,27,0,1
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:13.704Z,ue_info,1,4601,default,0,15,1344,0,20,0,2,8.674903,184.570311,31.149334,180.731888,1,n/a,184.353027,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:14.704Z,ue_info,1,4601,default,0,15,2624,0,20,0,4,9.445654,171.935994,30.566002,156.962074,1,n/a,170.574765,24320,27,0,5
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:15.704Z,ue_info,1,4601,default,0,15,1344,0,20,0,2,9.02202,174.428308,31.367334,162.590865,1,n/a,173.758266,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:16.704Z,ue_info,1,4601,default,0,15,672,0,20,0,1,8.096139,172.943118,31.167002,143.432629,1,n/a,171.808097,9728,27,0,2
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:17.704Z,ue_info,1,4601,default,0,15,3296,0,20,0,5,9.720591,172.688814,30.372002,164.031974,1,n/a,171.761272,29184,27,0,6
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:18.704Z,ue_info,1,4601,default,0,14,2480,0,19,0,4,5.0972695,187.917053,31.661001,193.532316,1,n/a,188.133043,9728,27,0,2
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:19.704Z,ue_info,1,4601,default,0,15,1984,0,20,0,3,3.9760585,197.733570,31.232002,477.091476,1,n/a,203.211158,4864,27,0,1
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:20.704Z,ue_info,1,4601,default,0,15,5312,0,20,0,8,2.7759817,187.418649,30.232,163.141877,1,n/a,185.620365,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:21.704Z,ue_info,1,4601,default,0,15,7360,0,20,0,11,0.5718199,235.717749,29.238668,252.617752,1,n/a,236.674367,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:22.704Z,ue_info,1,4601,default,0,15,9312,0,20,0,14,0.72498256,242.889399,29.938002,308.058020,1,n/a,246.578225,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:23.704Z,ue_info,1,4601,default,0,15,6688,0,20,0,10,0.8416365,202.168778,30.198668,232.272683,1,n/a,203.872787,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:24.704Z,ue_info,1,4601,default,0,15,13344,0,20,0,20,0.50818694,270.060212,21.245522,352.071112,1,n/a,297.397179,69384,24,12,13
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:25.704Z,ue_info,1,4601,default,0,15,12512,0,21,0,18,1.9267081,249.542268,21.481668,124.443901,1,n/a,225.329686,27392,24,6,6
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:26.704Z,ue_info,1,4601,default,0,15,7008,0,21,0,10,9.207292,190.266917,33.874,152.460728,1,n/a,187.466483,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:27.704Z,ue_info,1,4601,default,0,15,5632,0,21,0,8,12.211888,184.143076,35.616,205.569805,1,n/a,186.438768,29184,27,0,6
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:28.704Z,ue_info,1,4601,default,0,15,1408,0,21,0,2,9.927746,171.112077,34.443,166.575120,1,n/a,170.937554,9728,27,0,2
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:29.704Z,ue_info,1,4601,default,0,15,2816,0,21,0,4,9.458155,181.793197,35.141,183.614091,1,n/a,181.863271,9728,27,0,2
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:30.704Z,ue_info,1,4601,default,0,15,2816,0,21,0,4,10.871174,168.223053,37.3105,156.021116,1,n/a,167.319229,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:31.704Z,ue_info,1,4601,default,0,15,6992,0,21,0,6,10.316038,172.434497,37.57,154.876716,1,n/a,171.759183,9728,27,0,2
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:32.704Z,ue_info,1,4601,default,0,15,2816,0,21,0,4,10.773981,187.683085,37.194,178.019206,1,n/a,187.311414,9728,27,0,2
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:33.704Z,ue_info,1,4601,default,0,15,6272,0,21,0,9,10.528982,189.676925,36.733334,148.857964,1,n/a,185.303477,29184,27,0,6
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:34.704Z,ue_info,1,4601,default,0,15,704,0,21,0,1,9.880912,164.723730,36.091335,167.168508,1,n/a,164.862115,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:35.704Z,ue_info,1,4601,default,0,15,2112,0,21,0,3,10.786,180.277524,36.722,136.820475,1,n/a,179.425399,4864,27,0,1
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:36.704Z,ue_info,1,4601,default,0,15,4224,0,21,0,6,11.110189,172.617604,36.598,147.374465,1,n/a,170.747740,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:37.704Z,ue_info,1,4601,default,0,15,1408,0,21,0,2,10.893138,163.818342,36.336666,154.283313,1,n/a,163.278642,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:38.704Z,ue_info,1,4601,default,0,15,2816,0,21,0,4,10.18902,185.170464,36.263,161.488856,1,n/a,184.259633,9728,27,0,2
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:39.704Z,ue_info,1,4601,default,0,15,6336,0,21,0,9,11.763193,181.660980,36.4328,192.972820,1,n/a,182.689305,24320,27,0,5
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:40.704Z,ue_info,1,4601,default,0,15,2080,0,21,0,3,9.693573,176.055892,36.602,139.872228,1,n/a,175.346429,4864,27,0,1
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:41.704Z,ue_info,1,4601,default,0,15,4192,0,21,0,6,11.291019,165.008572,36.6635,180.689497,1,n/a,166.170125,19456,27,0,4
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:42.703Z,ue_info,1,4601,default,0,15,4928,0,21,0,7,10.4349165,188.598619,37.7088,224.202466,1,n/a,191.835355,24320,27,0,5
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:43.703Z,ue_info,1,4601,default,0,15,3520,0,21,0,5,12.298496,163.146993,33.1292,151.774088,1,n/a,162.113068,24320,27,0,5
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:44.703Z,ue_info,1,4601,default,0,15,2112,0,21,0,3,10.076408,159.657816,36.59667,138.685436,1,n/a,158.470669,14592,27,0,3
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:45.703Z,ue_info,1,4601,default,0,15,4928,0,21,0,7,11.6034775,169.871043,35.65743,173.804878,1,n/a,170.354099,34048,27,0,7
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:46.703Z,ue_info,1,4601,default,0,15,1408,0,21,0,2,-7.5752554,-134.684242,36.286003,167.846679,1,n/a,-123.048437,9728,27,0,2
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:48.703Z,ue_info,1,4601,default,0,0,0,0,0,0,0,-12.815287,242.553682,-24.112402,287.882472,0,n/a,n/a,0,27,5,0
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:50.703Z,ue_info,1,4601,default,0,0,0,0,0,0,0,-13.760306,49.316405,-22.586802,163.269050,0,n/a,n/a,0,0,5,0
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:54.703Z,ue_info,1,4601,default,0,0,0,0,0,0,0,-13.149551,-159.423848,-21.8952,29.398603,0,n/a,n/a,0,0,5,0
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:53:55.703Z,ue_info,1,4601,default,0,0,0,0,0,0,0,-13.187184,-51.635748,-24.2056,-25.634762,0,n/a,n/a,0,0,5,0
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:00.703Z,ue_info,1,4601,default,0,0,0,0,0,0,0,-13.025208,105.295825,-24.912802,173.543270,0,n/a,n/a,0,0,10,0
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:01.703Z,ue_info,1,4601,default,0,0,0,0,0,0,0,-13.315715,80.393484,-23.9104,-74.666332,0,n/a,n/a,0,0,5,0
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:05.704Z,ue_info,1,4601,default,0,0,3424,66,11,847,5,-15.284767,-72.815212,-24.1068,-191.853886,0,n/a,n/a,0,0,5,0
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:20.703Z,ue_info,1,4601,default,0,0,4768,66,0,1392,8,-15.175184,-80.879907,-26.7364,158.284507,0,n/a,n/a,0,0,5,0
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:46.416Z,ue_info,1,4601,default,0,14,4912,0,19,2,6,1.0375715,234.328354,21.602001,-3.051758,1,n/a,224.833130,4224,9,0,1
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:47.416Z,ue_info,1,4601,default,0,14,2728,0,5,0,13,1.9721853,144.609444,26.180334,95.282658,1,n/a,139.417168,23240,28,0,6
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:48.416Z,ue_info,1,4601,default,0,13,9552,0,14,9,19,4.90495,193.287960,27.746002,180.117283,1,n/a,191.502124,33248,28,0,8
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:50.416Z,ue_info,1,4601,default,0,12,105416,0,16,8,63,9.643677,245.926003,24.091957,225.642097,1,n/a,236.104313,532088,25,9,37
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:51.416Z,ue_info,1,4601,default,0,12,449896,0,14,11,118,11.992576,275.792843,27.8605,266.952469,1,n/a,271.949290,232552,27,2,38
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:52.416Z,ue_info,1,4601,default,0,12,125312,0,14,1,77,10.923,211.507185,28.314182,227.633365,1,n/a,217.918782,176144,27,3,30
,,0,2026-03-20T11:15:12.585823219Z,2026-03-20T15:15:12.585823219Z,2026-03-20T12:54:53.416Z,ue_info,1,4601,default,0,11,121608,0,12,0,58,11.0140705,218.221018,27.705667,192.447231,1,n/a,208.555889,179912,27,0,30
