timestamp_unix,datetime_utc,fivegs_amffunction_amf_authfail,fivegs_amffunction_amf_authreject,fivegs_amffunction_amf_authreq,fivegs_amffunction_mm_confupdate,fivegs_amffunction_mm_confupdatesucc,fivegs_amffunction_mm_paging5greq,fivegs_amffunction_mm_paging5gsucc,fivegs_amffunction_rm_regemergreq,fivegs_amffunction_rm_regemergsucc,fivegs_amffunction_rm_reginitfail,fivegs_amffunction_rm_reginitreq,fivegs_amffunction_rm_reginitsucc,fivegs_amffunction_rm_registeredsubnbr,fivegs_amffunction_rm_regmobfail,fivegs_amffunction_rm_regmobreq,fivegs_amffunction_rm_regmobsucc,fivegs_amffunction_rm_regperiodfail,fivegs_amffunction_rm_regperiodreq,fivegs_amffunction_rm_regperiodsucc,fivegs_ep_n3_gtp_indatapktn3upf,fivegs_ep_n3_gtp_outdatapktn3upf,fivegs_smffunction_sm_n4sessionestabreq,fivegs_smffunction_sm_n4sessionreport,fivegs_smffunction_sm_n4sessionreportsucc,fivegs_smffunction_sm_pdusessioncreationreq,fivegs_smffunction_sm_pdusessioncreationsucc,fivegs_smffunction_sm_qos_flow_nbr,fivegs_smffunction_sm_sessionnbr,fivegs_upffunction_sm_n4sessionestabreq,fivegs_upffunction_sm_n4sessionreport,fivegs_upffunction_sm_n4sessionreportsucc,fivegs_upffunction_upf_qosflows,fivegs_upffunction_upf_sessionnbr
1774010295,2026-03-20T12:38:15Z,,0,19,249,179,233,54,0,0,2,58,46,2,,20,20,,2,2,0,0,0,337,337,137,137,48,3,137,338,337,2,12
1774010310,2026-03-20T12:38:30Z,,0,19,249,179,233,54,0,0,2,58,46,2,,20,20,,2,2,0,0,0,338,338,137,137,48,3,137,339,337,2,12
1774010325,2026-03-20T12:38:45Z,,0,19,249,179,233,54,0,0,2,58,46,2,,20,20,,2,2,0,0,0,339,339,137,137,48,3,137,340,339,2,12
1774010340,2026-03-20T12:39:00Z,,0,19,249,179,233,54,0,0,2,58,46,2,,20,20,,2,2,0,0,0,339,339,137,137,48,3,137,340,339,2,12
1774010355,2026-03-20T12:39:15Z,,0,19,249,179,233,54,0,0,2,58,46,2,,20,20,,2,2,0,0,0,340,340,137,137,48,3,137,341,340,2,12
1774010370,2026-03-20T12:39:30Z,,0,19,249,179,233,54,0,0,2,58,46,2,,20,20,,2,2,0,0,0,340,340,137,137,48,3,137,341,340,2,12
1774010385,2026-03-20T12:39:45Z,,0,19,249,179,233,54,0,0,2,58,46,2,,20,20,,2,2,0,0,0,340,340,137,137,48,3,137,341,340,2,12
1774010400,2026-03-20T12:40:00Z,,0,19,249,179,233,54,0,0,2,58,46,2,,20,20,,2,2,0,0,0,340,340,137,137,48,3,137,341,340,2,12
1774010415,2026-03-20T12:40:15Z,,0,19,249,179,233,54,0,0,2,58,46,2,,20,20,,2,2,0,0,0,340,340,137,137,48,3,137,341,340,2,12
1774010430,2026-03-20T12:40:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010445,2026-03-20T12:40:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010460,2026-03-20T12:41:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010475,2026-03-20T12:41:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010490,2026-03-20T12:41:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010505,2026-03-20T12:41:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010520,2026-03-20T12:42:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010535,2026-03-20T12:42:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010550,2026-03-20T12:42:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010565,2026-03-20T12:42:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010580,2026-03-20T12:43:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010595,2026-03-20T12:43:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010610,2026-03-20T12:43:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010625,2026-03-20T12:43:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010640,2026-03-20T12:44:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010655,2026-03-20T12:44:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010670,2026-03-20T12:44:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010685,2026-03-20T12:44:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,340,340,139,139,49,4,139,341,340,2,13
1774010700,2026-03-20T12:45:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010715,2026-03-20T12:45:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010730,2026-03-20T12:45:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010745,2026-03-20T12:45:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010760,2026-03-20T12:46:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010775,2026-03-20T12:46:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010790,2026-03-20T12:46:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010805,2026-03-20T12:46:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010820,2026-03-20T12:47:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010835,2026-03-20T12:47:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010850,2026-03-20T12:47:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010865,2026-03-20T12:47:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010880,2026-03-20T12:48:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010895,2026-03-20T12:48:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010910,2026-03-20T12:48:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010925,2026-03-20T12:48:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010940,2026-03-20T12:49:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010955,2026-03-20T12:49:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010970,2026-03-20T12:49:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774010985,2026-03-20T12:49:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,341,341,139,139,49,4,139,342,341,2,13
1774011000,2026-03-20T12:50:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,342,342,139,139,49,4,139,343,342,2,13
1774011015,2026-03-20T12:50:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,342,342,139,139,49,4,139,343,342,2,13
1774011030,2026-03-20T12:50:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,342,342,139,139,49,4,139,343,342,2,13
1774011045,2026-03-20T12:50:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,342,342,139,139,49,4,139,343,342,2,13
1774011060,2026-03-20T12:51:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,342,342,139,139,49,4,139,343,342,2,13
1774011075,2026-03-20T12:51:15Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,342,342,139,139,49,4,139,343,342,2,13
1774011090,2026-03-20T12:51:30Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,342,342,139,139,49,4,139,343,342,2,13
1774011105,2026-03-20T12:51:45Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,342,342,139,139,49,4,139,343,342,2,13
1774011120,2026-03-20T12:52:00Z,,0,19,250,179,233,54,0,0,2,59,47,2,,20,20,,2,2,0,0,0,342,342,139,139,49,4,139,343,342,2,13
1774011135,2026-03-20T12:52:15Z,,0,20,250,179,233,54,0,0,2,60,47,1,,20,20,,2,2,0,0,0,342,342,139,139,49,2,139,343,342,1,11
1774011150,2026-03-20T12:52:30Z,,0,20,250,179,233,54,0,0,2,60,47,1,,20,20,,2,2,0,0,0,342,342,139,139,49,2,139,343,342,1,11
1774011165,2026-03-20T12:52:45Z,,0,20,250,179,233,54,0,0,2,60,47,1,,20,20,,2,2,0,0,0,342,342,139,139,49,2,139,343,342,1,11
1774011180,2026-03-20T12:53:00Z,,0,20,250,179,233,54,0,0,2,60,47,1,,20,20,,2,2,0,0,0,342,342,139,139,49,2,139,343,342,1,11
1774011195,2026-03-20T12:53:15Z,,0,21,251,179,233,54,0,0,2,60,48,2,,20,20,,2,2,0,0,0,342,342,142,142,50,4,142,343,342,2,12
1774011210,2026-03-20T12:53:30Z,,0,21,251,179,233,54,0,0,2,60,48,2,,20,20,,2,2,0,0,0,342,342,142,142,50,4,142,343,342,2,12
1774011225,2026-03-20T12:53:45Z,,0,21,251,179,233,54,0,0,2,60,48,2,,20,20,,2,2,0,0,0,342,342,142,142,50,4,142,343,342,2,12
1774011240,2026-03-20T12:54:00Z,,0,21,251,179,233,54,0,0,2,60,48,2,,20,20,,2,2,0,0,0,342,342,142,142,50,4,142,343,342,2,12
1774011255,2026-03-20T12:54:15Z,,0,21,251,179,233,54,0,0,2,60,48,2,,20,20,,2,2,0,0,0,342,342,142,142,50,4,142,343,342,2,12
1774011270,2026-03-20T12:54:30Z,,0,21,251,179,233,54,0,0,2,60,48,2,,20,20,,2,2,0,0,0,343,343,142,142,50,4,142,344,343,2,12
1774011285,2026-03-20T12:54:45Z,,0,21,251,179,233,54,0,0,2,60,48,2,,20,20,,2,2,0,0,0,343,343,142,142,50,4,142,344,343,2,12
1774011300,2026-03-20T12:55:00Z,,0,21,252,179,233,54,0,0,2,61,49,2,,20,20,,2,2,0,0,0,344,344,144,144,51,4,144,345,344,2,13
1774011315,2026-03-20T12:55:15Z,,0,21,252,179,233,54,0,0,2,61,49,2,,20,20,,2,2,0,0,0,344,344,144,144,51,4,144,345,344,2,13
1774011330,2026-03-20T12:55:30Z,,0,21,252,179,233,54,0,0,2,61,49,2,,20,20,,2,2,0,0,0,344,344,144,144,51,4,144,345,344,2,13
1774011345,2026-03-20T12:55:45Z,,0,21,252,179,233,54,0,0,2,61,49,2,,20,20,,2,2,0,0,0,344,344,144,144,51,4,144,345,344,2,13
1774011360,2026-03-20T12:56:00Z,,0,21,252,179,233,54,0,0,2,61,49,2,,20,20,,2,2,0,0,0,344,344,144,144,51,4,144,345,344,2,13
1774011375,2026-03-20T12:56:15Z,,0,21,252,179,233,54,0,0,2,61,49,2,,20,20,,2,2,0,0,0,344,344,144,144,51,4,144,345,344,2,13
1774011390,2026-03-20T12:56:30Z,,0,21,252,179,233,54,0,0,2,61,49,2,,20,20,,2,2,0,0,0,345,345,144,144,51,4,144,346,345,2,13
1774011405,2026-03-20T12:56:45Z,,0,21,252,179,233,54,0,0,2,61,49,2,,20,20,,2,2,0,0,0,345,345,144,144,51,4,144,346,345,2,13
1774011420,2026-03-20T12:57:00Z,,0,21,253,179,233,54,0,0,2,62,50,2,,20,20,,2,2,0,0,0,345,345,147,147,52,3,147,346,345,2,12
1774011435,2026-03-20T12:57:15Z,,0,22,255,180,234,54,0,0,2,63,51,2,,20,20,,2,2,0,0,0,346,346,149,149,53,3,149,346,345,2,12
1774011450,2026-03-20T12:57:30Z,,0,22,256,181,235,54,0,0,2,63,51,2,,20,20,,2,2,0,0,0,348,348,149,149,53,2,149,348,347,2,12
1774011465,2026-03-20T12:57:45Z,,0,22,257,182,236,55,0,0,2,63,51,2,,20,20,,2,2,0,0,0,351,351,149,149,53,2,149,352,351,2,12
1774011480,2026-03-20T12:58:00Z,,0,22,260,183,237,56,0,0,2,64,52,2,,21,21,,2,2,0,0,0,354,354,151,151,54,3,151,355,354,2,13
1774011495,2026-03-20T12:58:15Z,,0,22,261,183,237,56,0,0,2,65,53,2,,21,21,,2,2,0,0,0,356,356,152,152,54,3,151,357,356,1,12
1774011510,2026-03-20T12:58:30Z,,0,22,261,183,237,56,0,0,2,65,53,2,,21,21,,2,2,0,0,0,360,360,153,153,55,4,153,361,360,2,14
1774011525,2026-03-20T12:58:45Z,,0,22,261,183,238,56,0,0,2,65,53,2,,21,21,,2,2,0,0,0,363,363,153,153,55,4,153,364,363,2,14
1774011540,2026-03-20T12:59:00Z,,0,22,263,185,239,56,0,0,2,65,53,2,,21,21,,2,2,0,0,0,368,368,153,153,55,4,153,368,367,2,14
1774011555,2026-03-20T12:59:15Z,,0,22,263,185,239,56,0,0,2,65,53,2,,21,21,,2,2,0,0,0,370,370,153,153,55,4,153,371,370,2,14
1774011570,2026-03-20T12:59:30Z,,0,22,264,186,240,56,0,0,2,65,53,2,,21,21,,2,2,0,0,0,372,372,153,153,55,4,153,373,372,2,14
1774011585,2026-03-20T12:59:45Z,,0,22,265,187,241,56,0,0,2,65,53,2,,21,21,,2,2,0,0,0,372,372,153,153,55,4,153,373,372,2,14
1774011600,2026-03-20T13:00:00Z,,0,22,265,187,241,56,0,0,2,65,53,2,,21,21,,2,2,0,0,0,374,374,153,153,55,4,153,375,374,2,14
1774011615,2026-03-20T13:00:15Z,,0,22,266,188,243,57,0,0,2,65,53,2,,21,21,,2,2,0,0,0,375,375,153,153,55,4,153,376,375,2,14
1774011630,2026-03-20T13:00:30Z,,0,22,266,188,243,57,0,0,2,65,53,2,,21,21,,2,2,0,0,0,377,377,153,153,55,4,153,377,376,2,14
1774011645,2026-03-20T13:00:45Z,,0,22,267,189,244,58,0,0,2,65,53,2,,21,21,,2,2,0,0,0,378,378,153,153,55,4,153,379,378,2,14
1774011660,2026-03-20T13:01:00Z,,0,22,268,189,244,58,0,0,2,65,53,2,,22,22,,2,2,0,0,0,379,379,153,153,55,4,153,380,379,2,14
1774011675,2026-03-20T13:01:15Z,,0,22,268,189,247,58,0,0,2,65,53,2,,22,22,,2,2,0,0,0,381,381,153,153,55,4,153,382,381,2,14
1774011690,2026-03-20T13:01:30Z,,0,22,268,189,247,58,0,0,2,65,53,2,,22,22,,2,2,0,0,0,381,381,153,153,55,4,153,382,381,2,14
1774011705,2026-03-20T13:01:45Z,,0,22,268,189,247,58,0,0,2,65,53,2,,22,22,,2,2,0,0,0,381,381,153,153,55,4,153,382,381,2,14
1774011720,2026-03-20T13:02:00Z,,0,23,269,189,247,58,0,0,2,67,54,1,,22,22,,2,2,0,0,0,381,381,156,156,56,3,156,382,381,2,13
1774011735,2026-03-20T13:02:15Z,,0,23,270,189,247,58,0,0,2,67,55,2,,22,22,,2,2,0,0,0,383,383,158,158,57,3,158,384,383,2,13
1774011750,2026-03-20T13:02:30Z,,0,23,271,189,247,58,0,0,2,68,56,2,,22,22,,2,2,0,0,0,383,383,160,160,58,4,160,384,383,2,14
1774011765,2026-03-20T13:02:45Z,,0,23,272,189,250,58,0,0,2,69,57,2,,22,22,,2,2,0,0,0,384,384,163,163,59,3,163,385,384,2,13
1774011780,2026-03-20T13:03:00Z,,0,24,273,189,250,58,0,0,2,70,58,2,,22,22,,2,2,0,0,0,384,384,165,165,60,3,165,385,384,2,13
1774011795,2026-03-20T13:03:15Z,,0,24,275,189,250,58,0,0,2,71,59,2,,23,23,,2,2,0,0,0,385,385,167,167,61,3,167,386,385,2,13
1774011810,2026-03-20T13:03:30Z,,0,24,277,190,251,58,0,0,2,72,60,1,,23,23,,2,2,0,0,0,386,386,170,170,62,3,170,387,386,2,13
1774011825,2026-03-20T13:03:45Z,,0,24,279,191,252,59,0,0,2,73,61,2,,23,23,,2,2,0,0,0,387,387,172,172,63,4,172,388,387,2,14
1774011840,2026-03-20T13:04:00Z,,0,24,280,192,253,59,0,0,2,73,61,2,,23,23,,2,2,0,0,0,388,388,172,172,63,4,172,389,388,2,14
1774011855,2026-03-20T13:04:15Z,,0,24,280,192,253,59,0,0,2,73,61,2,,23,23,,2,2,0,0,0,388,388,172,172,63,4,172,389,388,2,14
1774011870,2026-03-20T13:04:30Z,,0,24,283,193,254,59,0,0,2,73,61,2,,25,25,,2,2,0,0,0,390,390,172,172,63,4,172,391,390,2,14
1774011885,2026-03-20T13:04:45Z,,0,24,283,193,254,59,0,0,2,73,61,2,,25,25,,2,2,0,0,0,390,390,172,172,63,3,172,391,390,2,14
1774011900,2026-03-20T13:05:00Z,,0,24,284,193,254,59,0,0,2,74,62,2,,25,25,,2,2,0,0,0,390,390,172,172,63,2,172,391,390,2,14
1774011915,2026-03-20T13:05:15Z,,0,24,284,193,254,59,0,0,2,74,62,2,,25,25,,2,2,0,0,0,390,390,174,174,64,3,174,391,390,2,15
1774011930,2026-03-20T13:05:30Z,,0,24,284,193,254,59,0,0,2,74,62,2,,25,25,,2,2,0,0,0,390,390,174,174,64,3,174,391,390,2,15
1774011945,2026-03-20T13:05:45Z,,0,24,284,193,254,59,0,0,2,74,62,2,,25,25,,2,2,0,0,0,391,391,174,174,64,3,174,392,391,2,15
1774011960,2026-03-20T13:06:00Z,,0,24,284,193,254,59,0,0,2,74,62,2,,25,25,,2,2,0,0,0,391,391,174,174,64,3,174,392,391,2,15
1774011975,2026-03-20T13:06:15Z,,0,24,284,193,254,59,0,0,2,74,62,2,,25,25,,2,2,0,0,0,391,391,174,174,64,3,174,392,391,2,15
1774011990,2026-03-20T13:06:30Z,,0,24,286,193,254,59,0,0,2,76,64,2,,25,25,,2,2,0,0,0,391,391,176,176,65,4,175,392,391,2,15
1774012005,2026-03-20T13:06:45Z,,0,24,286,193,254,59,0,0,2,76,64,2,,25,25,,2,2,0,0,0,391,391,177,177,66,3,177,392,391,2,15
1774012020,2026-03-20T13:07:00Z,,0,24,288,194,255,60,0,0,2,77,65,2,,25,25,,2,2,0,0,0,391,391,180,180,67,3,180,392,391,2,15
1774012035,2026-03-20T13:07:15Z,,0,24,288,194,255,60,0,0,2,77,65,2,,25,25,,2,2,0,0,0,392,392,180,180,67,3,180,393,392,2,15
1774012050,2026-03-20T13:07:30Z,,0,24,290,194,255,60,0,0,2,79,67,2,,25,25,,2,2,0,0,0,392,392,183,183,68,3,183,393,392,1,15
1774012065,2026-03-20T13:07:45Z,,0,24,290,194,256,61,0,0,2,79,67,2,,25,25,,2,2,0,0,0,392,392,185,185,69,3,185,393,392,2,15
1774012080,2026-03-20T13:08:00Z,,0,24,292,195,256,61,0,0,2,80,68,2,,25,25,,2,2,0,0,0,394,394,187,187,70,3,187,394,393,2,16
1774012095,2026-03-20T13:08:15Z,,0,24,293,195,256,61,0,0,2,81,69,2,,25,25,,2,2,0,0,0,394,394,188,188,70,3,188,395,394,1,15
1774012110,2026-03-20T13:08:30Z,,0,24,294,196,257,61,0,0,2,81,69,2,,25,25,,2,2,0,0,0,395,395,191,191,71,4,191,396,395,2,16
1774012125,2026-03-20T13:08:45Z,,0,24,294,196,257,61,0,0,2,81,69,2,,25,25,,2,2,0,0,0,398,398,191,191,71,4,191,399,398,2,16
1774012140,2026-03-20T13:09:00Z,,0,24,296,198,261,62,0,0,2,81,69,2,,25,25,,2,2,0,0,0,401,401,191,191,71,4,191,400,399,2,16
1774012155,2026-03-20T13:09:15Z,,0,24,297,199,262,62,0,0,2,81,69,2,,25,25,,2,2,0,0,0,401,401,191,191,71,4,191,402,401,2,16
1774012170,2026-03-20T13:09:30Z,,0,24,297,199,262,62,0,0,2,81,69,2,,25,25,,2,2,0,0,0,402,402,191,191,71,4,191,403,402,2,16
1774012185,2026-03-20T13:09:45Z,,0,24,297,199,262,62,0,0,2,81,69,2,,25,25,,2,2,0,0,0,402,402,191,191,71,4,191,403,402,2,16
1774012200,2026-03-20T13:10:00Z,,0,24,298,200,263,63,0,0,2,81,69,2,,25,25,,2,2,0,0,0,404,404,191,191,71,4,191,405,404,2,16
1774012215,2026-03-20T13:10:15Z,,0,24,299,201,265,63,0,0,2,81,69,2,,25,25,,2,2,0,0,0,405,405,191,191,71,4,191,406,405,2,16
1774012230,2026-03-20T13:10:30Z,,0,24,301,203,266,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,407,407,191,191,71,4,191,407,406,2,16
1774012245,2026-03-20T13:10:45Z,,0,24,301,203,266,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,410,410,191,191,71,4,191,411,410,2,16
1774012260,2026-03-20T13:11:00Z,,0,24,301,203,266,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,412,412,191,191,71,4,191,413,412,2,16
1774012275,2026-03-20T13:11:15Z,,0,24,301,203,266,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,412,412,191,191,71,4,191,413,412,2,16
1774012290,2026-03-20T13:11:30Z,,0,24,302,204,267,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,413,413,191,191,71,4,191,414,413,2,16
1774012305,2026-03-20T13:11:45Z,,0,24,302,204,267,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,413,413,191,191,71,4,191,414,413,2,16
1774012320,2026-03-20T13:12:00Z,,0,24,303,205,269,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,414,414,191,191,71,4,191,415,414,2,16
1774012335,2026-03-20T13:12:15Z,,0,24,303,205,269,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,416,416,191,191,71,4,191,417,416,2,16
1774012350,2026-03-20T13:12:30Z,,0,24,304,206,270,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,417,417,191,191,71,4,191,418,417,2,16
1774012365,2026-03-20T13:12:45Z,,0,24,304,206,270,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,418,418,191,191,71,4,191,419,418,2,16
1774012380,2026-03-20T13:13:00Z,,0,24,304,206,270,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,419,419,191,191,71,4,191,420,419,2,16
1774012395,2026-03-20T13:13:15Z,,0,24,304,206,270,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,419,419,191,191,71,4,191,420,419,2,16
1774012410,2026-03-20T13:13:30Z,,0,24,304,206,270,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,419,419,191,191,71,4,191,420,419,2,16
1774012425,2026-03-20T13:13:45Z,,0,24,304,206,270,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,420,420,191,191,71,4,191,421,420,2,16
1774012440,2026-03-20T13:14:00Z,,0,24,305,207,271,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,421,421,191,191,71,4,191,422,421,2,16
1774012455,2026-03-20T13:14:15Z,,0,24,305,207,274,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,423,423,191,191,71,4,191,424,423,2,16
1774012470,2026-03-20T13:14:30Z,,0,24,305,207,277,64,0,0,2,81,69,2,,25,25,,2,2,0,0,0,424,424,191,191,71,4,191,425,424,2,16
1774012485,2026-03-20T13:14:45Z,,0,24,306,207,277,64,0,0,2,82,70,2,,25,25,,2,2,0,0,0,424,424,193,193,72,4,191,425,424,2,16
1774012500,2026-03-20T13:15:00Z,,0,24,306,207,277,64,0,0,2,82,70,2,,25,25,,2,2,0,0,0,425,425,194,194,72,3,194,426,425,2,15
1774012515,2026-03-20T13:15:15Z,,0,24,306,207,277,64,0,0,2,82,70,2,,25,25,,2,2,0,0,0,425,425,194,194,72,3,194,426,425,2,15
1774012530,2026-03-20T13:15:30Z,,0,25,307,207,277,64,0,0,2,83,71,2,,25,25,,2,2,0,0,0,425,425,196,196,73,3,196,426,425,2,15
1774012545,2026-03-20T13:15:45Z,,0,25,307,207,277,64,0,0,2,83,71,2,,25,25,,2,2,0,0,0,425,425,196,196,73,3,196,426,425,2,15
1774012560,2026-03-20T13:16:00Z,,0,25,308,208,278,65,0,0,2,83,71,2,,25,25,,2,2,0,0,0,426,426,196,196,73,3,196,427,426,2,15
1774012575,2026-03-20T13:16:15Z,,0,25,308,208,278,65,0,0,2,83,71,2,,25,25,,2,2,0,0,0,426,426,196,196,73,3,196,427,426,2,15
1774012590,2026-03-20T13:16:30Z,,0,25,308,208,279,65,0,0,2,83,71,2,,25,25,,2,2,0,0,0,427,427,196,196,73,3,196,428,427,2,15
1774012605,2026-03-20T13:16:45Z,,0,25,309,209,279,66,0,0,2,83,71,2,,25,25,,2,2,0,0,0,428,428,196,196,73,3,196,429,428,2,15
1774012620,2026-03-20T13:17:00Z,,0,25,310,210,280,66,0,0,2,83,71,2,,25,25,,2,2,0,0,0,429,429,196,196,73,3,196,430,429,2,15
1774012635,2026-03-20T13:17:15Z,,0,25,310,210,280,66,0,0,2,83,71,2,,25,25,,2,2,0,0,0,429,429,196,196,73,3,196,430,429,2,15
1774012650,2026-03-20T13:17:30Z,,0,25,311,211,281,66,0,0,2,83,71,2,,25,25,,2,2,0,0,0,430,430,196,196,73,3,196,431,430,2,15
1774012665,2026-03-20T13:17:45Z,,0,25,311,211,281,66,0,0,2,83,71,2,,25,25,,2,2,0,0,0,430,430,196,196,73,3,196,431,430,2,15
1774012680,2026-03-20T13:18:00Z,,0,25,313,212,282,66,0,0,2,84,72,2,,25,25,,2,2,0,0,0,431,431,198,198,74,4,197,432,431,1,15
